JI1_140112	JI1_140112,JI8_24235
SF51_117822	SF51_117822,SF52_91132,SF50_34547,SF48_23508
NG1_470037	NG1_470037
TE-EFF_19036	TE-EFF_19036,TE-INF_226353
WT-EFF_313126	WT-EFF_313126,WT-DS_309713
IL34_2667	IL34_2667,IL39_68532
JI12_88475	JI12_88475,JI14_199020,SF51_151140,JI2_394797,JI6_164337,SF60_27683,WT-INF_11505,AD-INF_144120,FD-INF_273488,EM-INF_253642,FR-DS_150940,JI5_123923,TU-INF_208745,TU-EFF_253758,MN-EFF_161575,SF52_166756,AD-EFF_180977,SF59_79919,FR-AS_1632,SF67_191480
JI4_61826	JI4_61826,JI1_298184
PL70_6508	PL70_6508
WT-EFF_122680	WT-EFF_122680,WT-DS_171600
JI5_70969	JI5_70969,JI6_53245,JI4_187978,JI3_136254,JI1_187125
SA2_45243	SA2_45243
WT-EFF_85841	WT-EFF_85841,WT-AS_142553
IL39_817	IL39_817,IL33_5899,IL34_35976
TE-DS_106257	TE-DS_106257,TE-AS_441419
JI8_32280	JI8_32280,JI9_138105,JI5_263826,JI3_378417,JI7_68673,JI1_81679,JI10_35243,JI6_35813,JI2_258505,JI4_77693,JI11_10648
XS2_86546	XS2_86546
IL9_62998	IL9_62998,IL10_99151,IL12_97722,IL34_77280
IL32_150026	IL32_150026,IL37_6877,IL36_32662,IL32_138768,IL36_12355
JI3_10341	JI3_10341,JI1_76956
TU-EFF_310827	TU-EFF_310827
SF51_65961	SF51_65961
SF64_18884	SF64_18884
HP82_19474	HP82_19474,HP81_103463,PL63_9130,HP72_163623,HP3_2450,PL36_21360
JI13_171369	JI13_171369,JI12_240235,JI14_201322,JI9_16927,JI8_90880
JI7_123046	JI7_123046,JI6_189123,JI5_27875,JI13_150773,JI4_94920,JI8_112352
AD-DS_222224	AD-DS_222224,TU-EFF_328311
ES36_5603	ES36_5603,ES42_2507
IL34_25998	IL34_25998
SA1_113816	SA1_113816,SA3_101616,SA2_37981
WC11_14127	WC11_14127,WC14_13474,WC35_50104
ZR-INF_98653	ZR-INF_98653
HP74_3744	HP74_3744,HP76_159359,HP82_19607,HP73_111175,HP84_22575,HP72_16746,HP79_130793
JI8_154121	JI8_154121
PL65_99879	PL65_99879,PL57_73878,PL66_39593
JI13_235125	JI13_235125,JI7_37442
PL58_899	PL58_899,PL61_20612,PL60_3690
SA2_79395	SA2_79395
AH-EFF_92139	AH-EFF_92139,MN-EFF_62867,EM-EFF_106742
HP47_172151	HP47_172151,HP20_6070,HP36_44182,HP49_45489,HP18_4778,HP37_19081,HP48_57087,HP17_7216,HP19_5168,HP38_13026,HP40_1465,HP32_6895
IL13_52635	IL13_52635,IL11_57527,IL14_53109
JI7_231578	JI7_231578
SA1_75290	SA1_75290
WT-AS_305194	WT-AS_305194,WT-EFF_82869
JI12_229040	JI12_229040,JI9_151901,JI14_119489,JI5_183546,JI13_10061,JI10_95429,JI11_169655,JI8_142015
JI7_132247	JI7_132247
SF58_8585	SF58_8585
HP17_6724	HP17_6724
NG1_398467	NG1_398467
NG1_486004	NG1_486004
AH-AS_26959	AH-AS_26959
FR-EFF_16325	FR-EFF_16325,TE-EFF_219202
HP48_68748	HP48_68748,HP18_2372,HP38_9291,HP31_3910,HP20_4304,HP23_4279,HP47_45611,HP22_6376,HY3_74167,GU2_62177,HY2_50900,GU1_52855,GU3_66825,HY1_73996,HP1_1724
EM-EFF_158287	EM-EFF_158287,EM-AS_43419,SF59_163046,SF60_82965,EM-DS_400760,SF57_156768,SF59_182079
ES39_2513	ES39_2513
TU-EFF_54660	TU-EFF_54660
AD-EFF_84047	AD-EFF_84047,TU-EFF_15400,AD-INF_185983
AH-DS_339625	AH-DS_339625
HP26_1674	HP26_1674
ZR-AS_389756	ZR-AS_389756,TU-INF_118486,EM-INF_164290,AD-DS_187280,FR-INF_313240,TU-DS_311845,TU-EFF_157021,TG-DS_268959,ZR-INF_142982,JI14_252907,JI12_162128,MN-INF_35075,WT-EFF_137341,TU-AS_75356,TG-AS_166998,KB7_153396,AD-INF_282151,AD-AS_33405,FD-INF_86052,WT-INF_127593,BE-INF_20141
ES23_9155	ES23_9155,ES18_20954,ES17_744,ES31_3604,ES22_7163,ES30_6045,ES32_72941,ES20_24342,HP73_97808,HP74_1703,HP76_88262,IL34_148331,IL39_37562,ES39_3381,HP75_74166,HP72_138726,ES21_132624,TG-AS_189836,WT-DS_159830,TG-EFF_125279,HP84_7556,ES15_1093,HP79_64123,TG-DS_295961
IL9_39233	IL9_39233
TG-EFF_259946	TG-EFF_259946
BE-EFF_21313	BE-EFF_21313
JI13_189816	JI13_189816,JI5_168244,JI8_57934,JI7_280754,JI11_183001
IL9_146628	IL9_146628
TU-EFF_231862	TU-EFF_231862,WT-EFF_19631
TU-EFF_233948	TU-EFF_233948
IL39_58381	IL39_58381,IL34_28893,IL33_40318,OC7_3639,SJ6_4164
JI13_314972	JI13_314972,JI3_319170,JI2_12617,JI12_181245,JI14_283820,JI1_159301,JI8_176407
TU-EFF_334434	TU-EFF_334434
AD-AS_331648	AD-AS_331648,EM-DS_63466,AD-DS_175110,TU-DS_379681,ZR-AS_281256,TU-AS_353659,TU-AS_123441,TU-DS_121775,TU-EFF_152918,AD-AS_158934
ES30_12109	ES30_12109
SA3_96519	SA3_96519,SA1_29853
OC8_3084	OC8_3084
PL63_18447	PL63_18447
TU-EFF_98029	TU-EFF_98029
PL18_4169	PL18_4169,ES16_1682,SJ10_546,HP23_937,HP63_248315,PL34_13079,OC3_4717,SB1_1290,HP25_8121,HP91_4547,HY2_5439,ES30_13338,OC8_773,ZR-INF_95711,HP59_4972,ES39_6161,IL10_14125,PL45_57812,ES40_24779,ES3_5131,PL68_106951,TG-INF_234303,ES1_3610,PL20_334,HP27_7324,ES30_170,HP40_673,PL1_7514,IL9_2541,HP37_146465,HP22_6378,PL3_2328,IL29_9613,PL58_1924,HP21_727,ES31_1662,PL2_16,HP19_6294,HY1_952,PL5_7264
WT-EFF_31877	WT-EFF_31877
HP84_17107	HP84_17107,HP74_13946,HP76_64858,HP75_37371,HP79_30741,HP80_4638,HP82_19243
JI5_129613	JI5_129613,JI6_41648,JI8_115519,JI7_114196,JI11_121985,JI13_2547,JI4_192284,JI12_118491
SF68_189103	SF68_189103
FD-EFF_63494	FD-EFF_63494
ES22_10278	ES22_10278,ES21_33262,ES15_8199,ES25_11957
IL35_111379	IL35_111379,JI14_176460,JI13_114672,JI12_193767,JI8_41719
OC3_7643	OC3_7643,ES36_5047,HP84_20274
PL19_2242	PL19_2242,PL20_5449,PL40_8468,PL18_7318
SA2_92903	SA2_92903,SA3_40910,IL31_10781,IL38_126534
IL14_91771	IL14_91771
AD-EFF_43890	AD-EFF_43890,TU-EFF_247375,AD-INF_221746
AH-AS_337538	AH-AS_337538,AH-DS_300573
SF57_169242	SF57_169242,SF59_114086
ZR-INF_96811	ZR-INF_96811,WT-INF_4880,TG-EFF_148665,EM-INF_253030,TG-DS_9717,SA3_45098,MN-EFF_282151,SA1_36517,SA2_62210,WT-INF_262197,SF51_89351,TU-AS_193527,TG-INF_35855,FD-EFF_86201
FR-INF_288629	FR-INF_288629,FR-EFF_16452,AD-EFF_125032
IL34_92764	IL34_92764
SF52_61817	SF52_61817,SF51_80703,ES15_686,SF50_63992
TU-EFF_126595	TU-EFF_126595,TU-EFF_154828
BE-EFF_2899	BE-EFF_2899
NG1_87445	NG1_87445
PL66_12143	PL66_12143
JI8_154394	JI8_154394,JI3_502709,JI2_271759,JI1_188473,JI11_8461,JI10_130915
JI8_185787	JI8_185787,JI10_10384,JI6_128644,JI9_108760,JI5_87847,JI11_165134,JI4_44540
ZR-DS_360041	ZR-DS_360041,ZR-AS_53540
ES15_1660	ES15_1660,ES32_45765,SB1_877
TU-EFF_197414	TU-EFF_197414
SF68_137529	SF68_137529
TG-DS_190250	TG-DS_190250,TG-AS_209166,TU-INF_90572,AH-AS_339195,AD-INF_66940,TG-EFF_122226,ZR-INF_59327,FR-INF_4196,TE-EFF_191877,SF59_144412,FD-INF_129629,TU-DS_80205
TU-AS_127911	TU-AS_127911
SA2_43460	SA2_43460,SA3_7599,SA1_158198
TE-EFF_16784	TE-EFF_16784,TE-AS_268393,TE-INF_178462,TE-DS_73477
TU-EFF_68077	TU-EFF_68077,AD-EFF_93031
ZR-INF_23804	ZR-INF_23804,ZR-DS_181115
JI1_226515	JI1_226515,JI3_385318
AD-INF_198762	AD-INF_198762,TU-EFF_257827
FD-EFF_136257	FD-EFF_136257
JI7_138730	JI7_138730,JI5_260793,JI6_197196
ES30_13259	ES30_13259,ES31_9029
JI11_85995	JI11_85995,JI10_156237,JI8_57179,JI1_138362,JI3_288298,JI3_297556
ES11_153360	ES11_153360
IL10_77793	IL10_77793,IL12_48823,IL9_134129,IL8_19837,IL29_48494,IL30_22468
NI2_32000	NI2_32000
ES36_23774	ES36_23774
FR-INF_218292	FR-INF_218292,FR-DS_149672
HP11_54532	HP11_54532
TU-EFF_227852	TU-EFF_227852
IL41_116159	IL41_116159
OC8_1792	OC8_1792
AD-INF_183960	AD-INF_183960
HP19_4307	HP19_4307
HP40_3769	HP40_3769,HP32_2686
ES36_30142	ES36_30142
HP91_2361	HP91_2361
JI13_84424	JI13_84424,JI12_141630,JI14_73550,JI6_59598,JI5_215419,JI8_136109,JI9_131721,JI2_362048
JI5_177878	JI5_177878
SA2_72969	SA2_72969,SA3_47970
IL11_78270	IL11_78270
SA1_162884	SA1_162884
JI13_214739	JI13_214739,JI7_256128,JI9_150733
WT-INF_223782	WT-INF_223782,ZR-INF_72320,FD-INF_267400,IL31_111770,MN-DS_347302
ZR-INF_37449	ZR-INF_37449
ES36_7834	ES36_7834,ES31_9214,ES39_6422,ES35_49927,ES30_10369,ES46_5933,ES32_31169,PL70_3857,ES1_1536
JI11_103429	JI11_103429,JI7_79107
TU-EFF_238929	TU-EFF_238929
ES42_14295	ES42_14295,ES44_895,HP74_25849,HP75_16701
IL34_182984	IL34_182984
PL66_13436	PL66_13436
PL48_1365	PL48_1365,JW6_4222,HP28_178437,HP25_3110,HP32_1623,ES39_9541
XS2_57134	XS2_57134
IL14_76704	IL14_76704,IL11_10555,HY2_32393,IL15_97612,IL3_55902,IL13_6776,HY3_110893
IL39_39813	IL39_39813,IL34_38622
NG1_271512	NG1_271512
NG1_413462	NG1_413462,HY2_5707,HY3_94567,HY1_104851
HP76_95047	HP76_95047
IL31_15727	IL31_15727,IL40_81768
NG1_459702	NG1_459702
PL45_28883	PL45_28883
TE-EFF_197816	TE-EFF_197816
MN-INF_88528	MN-INF_88528
SA3_41585	SA3_41585,SA2_23,SA1_103969
IL10_37674	IL10_37674,IL9_156288,IL39_107590,IL34_129572,IL12_98258,IL37_14962,IL31_77118
IL38_99626	IL38_99626
ES36_8235	ES36_8235
ES36_18668	ES36_18668
FR-INF_253206	FR-INF_253206
HP34_461	HP34_461,ES32_26431,HP76_101994,HP84_11849,HP26_6337,HP11_122779,HP31_3385
HP82_10965	HP82_10965,HP75_101961,HP79_132259,HP80_9987,HP17_6654
JI7_68968	JI7_68968,JI11_14156,JI2_288179,JI10_157458,JI3_105718,JI4_189480,JI5_15872,JI6_28437
JI9_130558	JI9_130558,JI1_173226
IL12_119224	IL12_119224,IL9_110811,IL8_14048,IL10_4000
IL4_58416	IL4_58416,IL21_52022,IL26_22661,IL28_98,IL27_20186,IL1_53955
PL45_25191	PL45_25191
FR-EFF_289278	FR-EFF_289278,IL31_25503
HP19_4196	HP19_4196
IL14_40666	IL14_40666
IL36_23788	IL36_23788,IL37_36633,IL32_19638
FR-EFF_201665	FR-EFF_201665
IL39_83900	IL39_83900,ZR-INF_96883,SF60_164138,MN-INF_256147,ZR-DS_99640
NI2_70282	NI2_70282,HY1_100740,HY2_137814,HY3_48984,NI3_118390
TU-INF_72733	TU-INF_72733
AH-AS_216792	AH-AS_216792,AH-DS_287265,WT-DS_329774,JI13_100569,JI5_322121,WT-EFF_289461,JI14_300801,TE-DS_219709,JI8_172436
FR-DS_24539	FR-DS_24539,TG-AS_21824,FR-AS_127965,TU-DS_97419
TG-DS_11325	TG-DS_11325,FR-AS_103387,TG-AS_45450
PL36_6267	PL36_6267
JI13_262169	JI13_262169,JI4_102096,JI6_133673,JI5_159486,JI7_279039,JI10_130088,JI12_199132,JI8_86025,JI11_170922,TU-EFF_43272,JI2_213317
PL56_11035	PL56_11035
AH-EFF_25925	AH-EFF_25925,AH-INF_118472,EM-EFF_149737,BE-AS_27063,JI14_55778,BE-INF_7739,JI2_257849,AD-EFF_149610,TU-EFF_108225
IL14_93987	IL14_93987,WC25_9841,WC32_4747,WC21_6313
AD-INF_282720	AD-INF_282720,TU-EFF_311990,AD-DS_131308,AD-EFF_83045,AD-INF_77976
HP80_6521	HP80_6521,HP22_1367,HP24_2965
PL69_77227	PL69_77227
SF51_123048	SF51_123048
SF52_101129	SF52_101129,SF49_84043,SF48_48077,SF50_54021,SF51_123726,TU-INF_19068,KB7_115740,JI12_151960,WT-INF_244219,TU-DS_408334,TU-AS_36533,FR-DS_65678,AD-INF_23083,EM-INF_218248,MN-INF_98895,FR-AS_18377,WT-EFF_307199,FD-INF_171122,MN-INF_164820,FD-EFF_174311,AH-INF_145116,AD-INF_126363,ZR-INF_73962,AH-INF_102267,JI13_181271
TU-EFF_315324	TU-EFF_315324
JI1_64497	JI1_64497,JI9_90123,JI5_151378,JI11_177382,JI4_63084,JI6_107291,JI14_42788,JI3_67090,JI10_50537,JI12_34884,JI7_117787
TU-EFF_150664	TU-EFF_150664
IL34_8900	IL34_8900
JI6_20153	JI6_20153,JI5_205822,JI4_178345,JI8_175874,JI2_169271
JI13_99791	JI13_99791
JI6_144761	JI6_144761,FR-EFF_270496
WT-AS_177344	WT-AS_177344,WT-EFF_187559
TU-EFF_59037	TU-EFF_59037,AD-EFF_128003,AD-INF_111444
ES30_11152	ES30_11152,ES29_105738,ES31_2529,ES39_10900,ES15_932,ES36_3542
JI11_66094	JI11_66094,JI7_29042,JI6_96896,JI8_137402,JI9_105264,JI4_159223,JI5_175818,JI1_286959
TE-EFF_217975	TE-EFF_217975
IL13_18429	IL13_18429
SA2_48676	SA2_48676
ES31_6465	ES31_6465
JI11_98427	JI11_98427,PL66_56746
NG1_375842	NG1_375842
PL2_9263	PL2_9263,PL5_13659,PL20_1921,PL1_7015,PL19_3547,PL4_4959,PL57_57335,PL3_9386,PL13_10136,PL75_7190,HP83_20986,HP19_4515,PL66_17456,PL50_48554
SA1_60116	SA1_60116
NG1_158947	NG1_158947
NG1_608827	NG1_608827
ES9_4478	ES9_4478,ES11_110528,SJ7_2957,ES16_7003
JI2_307372	JI2_307372,JI1_342813,JI3_229833,JI5_335349,JI6_52150,JI7_125917
JI2_37084	JI2_37084,JI1_29483
TE-AS_231646	TE-AS_231646,TE-DS_297594,MN-DS_215512,MN-AS_130009,TE-EFF_205237
TU-DS_350364	TU-DS_350364,TU-AS_78037,AD-INF_201412,MN-INF_97556,TE-EFF_73522,TU-INF_179214,FD-INF_90976,TE-INF_52721,SF63_228272,FR-EFF_19077,TU-EFF_291947,AH-EFF_142215,FR-INF_321630,SF67_4638,MN-DS_31221,SF65_138406,SF68_10313,FD-EFF_101337,AD-DS_105638,AD-EFF_146956,AD-AS_219656,SF66_35837,IL35_128588
JI8_164557	JI8_164557,JI7_43897,JI12_40636,JI5_183847,JI4_111476,JI11_61659,JI14_105047,JI1_252887
IL9_124096	IL9_124096,IL10_57013
ES31_581	ES31_581,ES30_1844,ES32_62597,ES33_72336,ES34_17681,ES29_102591,ES26_11922
ES3_2911	ES3_2911,ES40_32956,ES15_3453,ES17_3133,ES39_7702,OC5_2287
JI7_304952	JI7_304952,JI6_174437,JI3_27478,JI1_78487,JI11_26273,JI5_323330,JI8_42530,JI4_56174,JI9_153950
IL33_76319	IL33_76319,IL39_24
IL34_197453	IL34_197453
NG1_246488	NG1_246488
TU-EFF_45042	TU-EFF_45042
ES28_1977	ES28_1977
JI1_372667	JI1_372667,JI5_48041
PL4_4191	PL4_4191,HP32_7175
PL56_6105	PL56_6105,PL35_2446,PL33_3240,PL36_4411,PL21_48128,PL25_201,PL45_35831,PL27_3271,PL34_13470,PL26_9507,PL50_51553,PL29_6058,PL32_47921,PL37_35894,PL46_7333,ES19_8318,PL48_704,PL61_29942,PL57_64127,PL49_80968,PL67_43447
JI3_324785	JI3_324785,JI5_313674,JI4_152579,JI2_129490,JI1_192777,JI6_42144
AH-DS_292321	AH-DS_292321
IL36_63220	IL36_63220
TG-EFF_76549	TG-EFF_76549,TG-DS_139180,TG-AS_55149
TU-EFF_188373	TU-EFF_188373,TU-EFF_157518,FR-EFF_247387
IL39_25748	IL39_25748
JI5_30232	JI5_30232
JI5_266503	JI5_266503
JI7_222422	JI7_222422,JI5_148509,JI8_104751,JI6_19130,JI9_64541,JI10_114077,JI4_12308,JI11_86377,JI1_231722
AH-DS_316894	AH-DS_316894,AH-AS_351244,FR-AS_94186
PL66_34514	PL66_34514
AD-EFF_86985	AD-EFF_86985,TU-EFF_23274
JI8_77187	JI8_77187,JI9_3313,JI6_62718,JI5_293102,JI10_22588,JI7_288478,JI4_56796,JI1_339491,JI3_416903,JI2_262740,JI11_137145
PL56_1907	PL56_1907
SB1_1214	SB1_1214,PL46_6406,ES31_4895,SB3_4224,HP84_17795,HP59_846,PL66_35641,HP82_7457,PL75_8469,ES42_6590,HP73_100369,PL61_23136,PL48_626,SJ7_4241,PL70_4890,HP75_103777,HP79_172319,ES44_1292,PL62_10571,HP74_20842,ES39_3791,HP77_97249,HP80_1255,HP17_8988,HP76_80861,PL72_8250,HP52_10245,SJ6_5886,PL49_27266,HP91_1240,PL63_7535,HP83_58236,ES36_5489,ES21_35109,ES15_1811
TU-EFF_5189	TU-EFF_5189,FR-EFF_137796
FD-EFF_185532	FD-EFF_185532,AD-INF_85999,AD-AS_11204,TU-EFF_54103
JI8_151481	JI8_151481,JI10_102456,JI9_13032,JI11_39843,JI2_212306,JI1_272096,JI3_327918,JI7_208672,TU-EFF_179189,JI13_198263,JI14_11824,JI4_35651,ZR-EFF_55293
NG1_157608	NG1_157608
ES30_2399	ES30_2399,ES32_81901,PL72_6869,PL63_16435,PL4_3987,HP17_8640,ES15_3179,ES35_21152,HP40_6469
SF61_53953	SF61_53953,SF63_292648
ES36_10872	ES36_10872
IL42_44882	IL42_44882,IL41_6916,IL35_63366,IL34_73937,IL40_40348,IL31_36808,IL38_33706
AD-INF_201095	AD-INF_201095
HP17_4813	HP17_4813
IL38_89840	IL38_89840
JI2_236149	JI2_236149,JI3_172119,JI1_48331,HP19_3269,HP17_4869,JI5_110730
TU-EFF_168687	TU-EFF_168687,AD-INF_233063
JI2_317550	JI2_317550,JI14_63466,JI13_165222,JI4_56939,JI3_217219,JI7_47295,JI9_79396,JI8_138037,JI10_104896,JI6_157452,JI11_151780,JI1_100361,JI5_170855,JI12_150856
SA2_50169	SA2_50169,SA1_78682,HP40_1151,SA3_69114
SF58_46686	SF58_46686,JI7_126142,TU-EFF_323197
HP17_6221	HP17_6221,TU-EFF_290221
IL39_4891	IL39_4891
NG1_3002	NG1_3002
PL63_9677	PL63_9677,ES32_68060,ES36_1643,ES33_17716,ES39_8583
PL70_605	PL70_605
TG-DS_79728	TG-DS_79728,TG-AS_171275
ES28_10777	ES28_10777
IL13_32071	IL13_32071,IL14_134568,IL11_57309
HY3_7837	HY3_7837,HY2_72430
JI8_132219	JI8_132219
TU-EFF_220494	TU-EFF_220494
ZR-AS_270864	ZR-AS_270864,ZR-INF_102688
EM-AS_118781	EM-AS_118781,EM-DS_180446,AD-DS_60993,AD-AS_2750,TE-EFF_154633
JI5_92316	JI5_92316,JI6_97933,JI4_215766,IL13_29251,IL14_13701,IL11_29321,NG1_222364,NG1_611145,JI5_105181
JI6_38098	JI6_38098,JI1_370136,JI2_396065,JI5_229381,JI9_108627,JI4_116701,IL37_13610,IL32_95693,JI3_505739,IL36_101988,JI7_3026
PL66_20226	PL66_20226
FR-AS_44464	FR-AS_44464
JI13_192555	JI13_192555
TU-EFF_62060	TU-EFF_62060
PL75_7822	PL75_7822
ES21_26734	ES21_26734,ES3_6957,ES40_36478,PL56_2316
HY2_72041	HY2_72041
TU-EFF_139584	TU-EFF_139584
HT1_110773	HT1_110773
AH-AS_301298	AH-AS_301298
IL12_36080	IL12_36080
JI13_180365	JI13_180365,JI12_234061
PL75_5202	PL75_5202
SF63_102773	SF63_102773,SF62_232686,SF61_75550,SF68_220492,SF67_185093,SF37_24294,SF38_19818,TU-EFF_158736,SF13_62656,SF34_37468,SF14_32058,SF39_38017,SF64_117485,SF19_61158,SF23_82828,SF24_21594,SF5_30039,SF56_37785,KB21_150151,KB14_12204,SF55_61989,SF45_65548,KB7_118200,SF33_67685,SF21_44415,SF35_39160,KB25_851,SF53_104600,SF47_46369,SF6_46304,SF46_75901,SF16_31267,SF4_51288,SF10_13653,KB23_24744,SF40_16540,SF54_55348
MN-EFF_279541	MN-EFF_279541
ES11_105660	ES11_105660
AH-AS_91191	AH-AS_91191
AH-DS_130516	AH-DS_130516
JI13_320340	JI13_320340,IL9_60714
SB1_1800	SB1_1800,OC4_7576,HP80_10583
HP92_3944	HP92_3944
IL13_76657	IL13_76657,IL11_77576,IL14_30149
IL1_69568	IL1_69568,IL3_39175,IL20_102879,IL24_43877,IL6_122467,IL15_11038,IL2_67978
FD-EFF_134881	FD-EFF_134881,FD-EFF_137263
JI11_75140	JI11_75140
ZR-INF_92537	ZR-INF_92537,IL12_30615,JI1_51743,IL34_133506
HP80_14108	HP80_14108,HP82_20502,HP25_2388,HP35_2256,HP72_153759,HP74_10064,PL72_17302
HP82_21539	HP82_21539,HP80_6453,HP81_182709
SA1_39227	SA1_39227
JI2_381415	JI2_381415,JI3_307162
ES39_4699	ES39_4699,JW7_784
PL70_9649	PL70_9649
XS3_70882	XS3_70882,XS2_32305,XS1_75341
HP38_7836	HP38_7836,ES17_1385,HP24_3299,ES18_35180,ES3_8000
IL34_156410	IL34_156410,IL6_103302,IL33_29901,IL19_87130,IL15_91594,IL2_55264,IL3_134817,IL38_101022,IL25_57858,SA1_144478,SA2_8342,IL16_70923,IL20_93294,IL18_6154,IL22_34777,IL5_17735,IL13_38749,IL11_47516
JI6_61937	JI6_61937,JI5_143694,JI8_42088
SF58_76913	SF58_76913
IL12_47432	IL12_47432,IL9_126599,IL29_2120,IL10_50790,IL8_35887,IL30_59973
IL40_53377	IL40_53377
SF23_9209	SF23_9209,SF4_24125
FR-AS_44864	FR-AS_44864
AH-DS_11563	AH-DS_11563
ES36_28062	ES36_28062,ES35_52345
IL36_65280	IL36_65280,IL37_61837,IL32_160957
MN-EFF_285900	MN-EFF_285900,MN-AS_166274,MN-DS_47996,MN-AS_238208,MN-EFF_60347,MN-DS_111331
NG1_46561	NG1_46561
AH-INF_61734	AH-INF_61734,TG-EFF_319072,FD-INF_65081,TG-INF_220210,FR-INF_47111
TE-INF_223787	TE-INF_223787
AD-AS_264314	AD-AS_264314
EM-DS_270053	EM-DS_270053,TE-EFF_11517,TE-AS_85193,EM-EFF_267691,EM-AS_139935,TE-DS_134282
HY2_75736	HY2_75736,HY1_58622,HY3_72154,HP74_7290
IL3_70003	IL3_70003
JI7_308805	JI7_308805,JI2_250813,JI9_96053,JI3_118864,JI1_183188
TU-EFF_188569	TU-EFF_188569,TU-DS_168606,TU-AS_49635,MN-DS_279666
WT-AS_248504	WT-AS_248504
JI1_156705	JI1_156705,JI2_337953
PL70_16063	PL70_16063
SA1_87051	SA1_87051
AD-EFF_258182	AD-EFF_258182,SF65_11822,SF67_54497
IL38_79845	IL38_79845
SA1_96572	SA1_96572,SA2_22887,IL34_38386
ES36_1484	ES36_1484
HY3_30257	HY3_30257
ES36_14796	ES36_14796
ES36_22019	ES36_22019
JI8_56772	JI8_56772,JI9_11617,JI10_171910
WT-EFF_142570	WT-EFF_142570
JI4_86477	JI4_86477,JI14_188438,JI6_74480,JI8_63071
NG1_623186	NG1_623186
IL34_166009	IL34_166009
JI3_489706	JI3_489706,JI2_258907,JI1_131270
ZR-INF_66079	ZR-INF_66079
JI7_9205	JI7_9205,JI5_131326
TU-DS_45911	TU-DS_45911,FR-EFF_250572,TU-AS_43379,TU-EFF_165515,TU-AS_185541,FR-EFF_269181,TE-AS_104567
FR-INF_203150	FR-INF_203150
TU-EFF_8995	TU-EFF_8995
FR-AS_98090	FR-AS_98090,FR-INF_238687
HP3_6549	HP3_6549,PL5_10357
JI2_190134	JI2_190134,FD-EFF_222446,AH-AS_146584
HP82_24310	HP82_24310
ZS1_38637	ZS1_38637,ZS2_35453,ZS3_30124
MN-EFF_62592	MN-EFF_62592
PL63_5426	PL63_5426,ES22_12304,ES9_3376,HP49_78985,HP34_4864,HP22_5183,ES36_8448,TU-EFF_314099,HP6_36953,ES38_1236,ES18_3657,HP76_147796,HP24_5306,PL19_1115,HP21_4664,HP27_29602,ES17_464,HP20_4032,ES33_82709,ES43_81821,HP17_7722,HP11_34840,SJ7_1945,PL1_1448,PL64_304088,OC3_3471,ES42_11336,HP48_27370,PL29_2187,OC5_869,PL18_5590,HP59_2015,HP73_83848,PL5_9164,OC4_1877,PL66_8498,NC3_2824,JW6_2613,FD-EFF_109005,HP91_212,OC8_1042,OC9_2821,ES30_7735,PL17_415,ES1_2233,PL62_117113,OC9_1021,ES15_4144,PL54_3016,ES40_42801,OC7_3424,PL75_8817,HP40_8990,OC6_8042,AD-EFF_159868,PL2_497,HP82_9369,HP29_30906,ES16_6569,PL65_47830,PL49_66865,ES44_979,SJ6_762,HP47_55058,ES39_15346,HP84_18960,ES26_9513,HP36_391468,HP23_2452,PL12_31114,PL57_47078,HP72_152641,ES29_77271,PL3_2803,HP19_5829,ES31_4110,PL20_4970,ES20_37951,PL69_32083,PL61_13318,SJ5_2667,JW1_1443,PL59_6589
PL75_8526	PL75_8526
IL37_132544	IL37_132544
IL34_102896	IL34_102896
JI6_165549	JI6_165549,JI5_56179
FR-INF_101142	FR-INF_101142,IL35_83551,IL34_42617,AH-INF_136396
JI8_157525	JI8_157525
MN-AS_64284	MN-AS_64284,MN-EFF_133414,MN-DS_353738,FD-AS_154135,FD-DS_105592,IL14_72919,IL36_16880,IL32_10772,IL37_127544,IL29_11388,SF60_4491,SF57_28234,IL12_106460,SF55_41271,SF59_107765,SF23_8381,AD-EFF_174568,SF44_63960,SF5_37502,SF46_48754,SF21_94660,SF20_34545,SF10_27712,AD-INF_195960,AD-AS_16015,SF9_111,SF12_67790,EM-EFF_59767,SF6_21071,SF67_28502,SF63_59691,SF62_151512,SF30_26445,SF11_36891,SF26_48979,FD-INF_189671,SF17_9169,TE-AS_147876,SF8_1868,SF51_555,SF4_20346,SF42_44332,SF3_37864,SF35_66884,SF34_61375,SF2_51313,SF16_15226,SF15_44587,FD-AS_55063,SF7_45014,SF61_33037,SF31_961,SF29_55403,EM-DS_100371,TE-DS_301791,SF45_37400,SF32_52783,SF28_5924,SF22_101859,SF13_23842,EM-AS_91061,SF37_26734,SF40_7970,SF25_18597,SF43_43120,SF33_45720,FR-EFF_211326,FD-EFF_23277,SF27_50617,SF36_38704,SF38_13658,KB20_121010,KB1_12791,SF41_36872,IL10_91449,IL9_675,SF1_862,TG-AS_207396,SF39_33905,SF68_92363,SF66_29800,SF65_150277,KB10_135816,SF64_114690,SF19_13112,SF54_11736,SF68_110415,SF53_55873,IL9_93930,AH-AS_165518,IL8_38058,SF56_38452,SF67_54383,TG-INF_275352,KB7_69342,KB21_142349,KB23_52424,SF61_47549,SF58_5780,SF62_125677,TG-AS_111961,AH-AS_165677,KB14_15459,IL15_118328,SF50_34784,TG-EFF_275166,IL5_40544,ZR-AS_140642,AH-DS_264897
